"Question","Answer","Source"
"Otomatik ödeme talimatımı nasıl iptal ederim?","Turkcell.com.tr anasayfasından hesabınıza giriş yapın. Ana menüde en alttaki alanda bulunan ""İşlem Merkezi"" kategorisinin üzerine tıklayın. Açılan ekranda ""Faturalarım"" seçeneğine tıklayın. Önünüze gelen ekranda, sol menüden ""Otomatik Ödeme Talimatı"" seçeneğine tıklayın. Açılan sayfada ödeme talimatlarınızı görebilirsiniz. Eğer otomatik ödeme talimatınızı turkcell.com.tr üzerinden vermişseniz, talimatı Turkcell üzerinden iptal edebilirsiniz. Bankalar üzerinden verdiğiniz otomatik ödeme talimatlarını, ait olduğu banka ile iletişime geçerek iptal edebilirsiniz.​Otomatik ödeme talimatı vermek/iptal etmek için tıklayın​.​​","https://www.turkcell.com.tr/destek/hattiniz/faturali/otomatik-odeme-talimatimi-nasil-iptal-ederim"
"Kontratlı bir tarifedeyim, fatura dönem değişikliği yapabilir miyim?","Yıllık kontratlı ve cihazlı kampanyaların büyük kısmında fatura dönem değişikliği yapılabilmektedir. Bulunduğunuz kampanyada fatura dönem değişikliği yapılıp yapılmadığını öğrenmek ve işlem yapmak içintıklayınız​.​Kontratlı kampanyalarda fatura kesim tarihinizi değiştirdiğinizde, kampanyanızın bitiş tarihi de yeni fatura kesiminize uygun olacak şekilde güncellenir. Kampanya bitiş tarihinizi de Turkcell Uygulaması altındna kontrol edebilirsiniz.","https://www.turkcell.com.tr/destek/hattiniz/faturali/tek-fatura-nedir"
"E-fatura ve sms fatura talimatı nasıl verebilirim?","Turkcell.com.tr anasayfasından hesabınıza giriş yapın. Ana menüde en altta bulunan ""İşlem Merkezi"" bölümünün üzerine gelin. Açılan ekranda ""Faturalarım"" altında yer alan ""Fatura Ayarları""na tıklayın. Önünüze gelen sayfada ""Fatura Gönderim Yöntemi"" başlığı altında E-fatura ve SMS Fatura seçeneklerini görebilirsiniz.Faturalarınızı e-posta yoluyla almak istiyorsanız, E-fatura seçeneğini işaretleyerek hemen altında bulunan alana e-posta adresinizi yazmanız ve ""Efatura'ya Geç"" butonuna tıklamanız yeterlidir. Faturalarınızı SMS ile almak istiyorsanız SMS Fatura seçeneğini işaretleyerek ​""SMS Fatura'ya Geç"" butonuna tıklamanız yeterlidir.E-fatura ve sms fatura talimatı vermek için tıklayın​.​","https://www.turkcell.com.tr/destek/hattiniz/faturali/kontratli-bir-tarifedeyim-fatura-donem-degisikligi-yapabilir-miyim"
"Faturamdaki vergiler nelerdir?","​​​​Yeni bir faturalı hat almanız durumunda, kullanımlarınızdan bağımsız olarak yansıyacak vergiler;Yeni Tesis Özel İletişim Vergisi: 570,00 TL; bu vergi, yeni abonelikler için 12 eşit taksitte faturalandırılmaktadır. Bu vergi faturanızda, Diğer Vergiler, Harçlar, Fonlar kaleminde yer alır. ​Telsiz Ruhsat Ücreti: Yeni hat alımlarında bir seferlik ödenir. Yıllık 258,04 TL olup, Turkcell’de faturanıza ilk 12 ay boyunca eşit taksitler halinde yansıtılır.Telsiz Kullanım Ücreti: Yıllık 258,04 TL olup, aylık 21,51 TL (son ay 21,43TL)’lik taksitlerle kullanımlarınızdan bağımsız olarak faturanıza yansıtılır.​Not: Bu vergiler, faturanızda Diğer Vergiler, Harçlar, Fonlar kaleminde ilgili dönemde faturalandırılır ve sizin adınıza devlete iletilir. Ancak size kolaylık sağlaması için aynı faturaya aynı tutarda, İndirimler kaleminde indirim verilir ve vergi toplamı 12 taksit halinde Tahsilatına Aracılık Edilen Ödemeler kaleminde faturanıza yansıtılır.Kullanımlarınız üzerinden yansıyacak vergiler: KDV; Katma Değer Vergisi Kanunu gereğince, tüm haberleşme hizmetleri için faturanıza KDV yansıtılmaktadır.Özel İletişim Vergisi: 30.12.2020 tarihi itibarıyla faturanızda yer alan Özel İletişim Vergisi’ne tabii tüm mobil hizmetler için %10 oranında Özel İletişim Vergisi alınmaktadır.​ (6802 sayılı kanunun 39. maddesi gereğince; cep telefonu işletmecileri tarafından verilen (ön ödemeli kart satışları dahil) tesis, devir, nakil ve haberleşme hizmetleri bu kapsama dahildir.)Damga Vergisi: Cihaz veya paket gibi belli bir bedel içeren kampanyaya katılmanız durumunda faturanıza yansıyacaktır. Tarafınızdan imzalanan sözleşmede/taahhütnamede yer alan en yüksek parasal tutarın %0,948'i olarak hesaplanır. ​​Not: Faturalı hattınızı başka birine devrederseniz, devralan kişi devraldığı hattın tüm vergi borçlarını da devralmış olur. Ek olarak yeni bir aboneye uygulanan tüm vergiler kendisinden alınır.​","https://www.turkcell.com.tr/destek/hattiniz/faturali/e-fatura-ve-sms-fatura-talimati-nasil-verebilirim"
"Limit altı fatura nedir?","​Fatura tutarınız belirli bir limitin altında kalırsa, o döneme ait faturanız kesilmez ve limit altında kalan tutar bir sonraki fatura döneminize devreder.Limit altı fatura tutarı basılı faturalar için 85 TL, diğer fatura gönderim tipleri için 5 TL'dir.​Faturanızın limit altı tutardan az olması durumunda yine de kesilmesini isterseniz, 532'den Turkcell Müşteri Hizmetleri ile iletişime geçebilirsiniz.","https://www.turkcell.com.tr/destek/hattiniz/faturali/faturamdaki-vergiler-nelerdir"
"Faturam belirli bir tutara geldiğinde beni bilgilendirebilir misiniz?","Fatura Kontrol Servisi'ne abone olduğunuzda, fatura tutarınız belirlediğiniz miktara geldiğinde SMS ile bilgilendirilirsiniz. Fatura Kontrol Servisi sayesinde kullanım durumunuzu merak ettiğinizde, o anki kullanım miktarınızı ve seçtiğiniz tutara ne kadar kaldığını sorgulayabilirsiniz.Fatura Kontrol Servisi ücretsizdir.""KONTROL"" yazıp 2222'ye SMS göndererek Fatura Kontrol Servisi'ne abone olabilirsiniz. ​Ayrıca turkcell.com.tr anasayfasından hesabınızla giriş yaparak, Turkcell Uygulaması'ndan ""Faturalarım"" seçeneğinde ""Fatura Ayarlarım""a tıklayarak ""Fatura Kontrol Limiti"" seçeneğine ulaşabilirsiniz.","https://www.turkcell.com.tr/destek/hattiniz/faturali/limitalti-fatura-nedir"
"Faturamdaki kalemler nelerdir?","Tarife ve Paket Ücretleri; kullanmakta olduğunuz tarife, paket ve bazı diğer aylık servislerin ücretidir.Kullanım Ücretleri; konuşma, mesajlaşma, internet ve kullandıysanız içerik servis ücretlerinin toplamını göstermektedir. Paket kullanıyorsanız buraya yansıyan ücretler paket harici kullanımlarınızı göstermektedir. Ücretlendirilen kullanımların hangi yöne yapıldığı ise faturanın arka yüzünde gösterilmektedir.Katma Değerli Servisler; içerik, müzik, logo, melodi gibi servislerden tanımlanan paketleri gösterir. ÇalarkenDinlet, GollerCepte, Anadolu Ajansı Haber Paketi, MMS Paketi gibi paketler.Yurt Dışında Kullanım Ücreti; yurt dışında yaptığınız kullanımlar bu kalemde gösterilmektedir.Diğer Ücretler; kullanım ve paket ücretleri haricinde hattınızdan yaptığınız ücretli işlemleri göstermektedir.Gecikme Bedeli; faturalarınızın son ödeme tarihinde ödenmemesi durumunda hesaplanan faiz tutarıdır. Gecikme bedelinin hangi ay faturalarından yansıdığı ise faturanın arka yüzünde gösterilmektedir.İndirimler; Turkcell tarafından yapılan kampanyalarda kazandığınız indirimler toplamı fatura önyüzünde bu kalemde gösterilmiştir. Detayları faturanın arka yüzünde yer almaktadır.Düzeltme; önceki dönem faturalarınız için yapılan düzeltmeler sonucunda tarafınıza iade edilen tutar toplamı fatura önyüzünde bu kalemde gösterilmiştir.Tahsil Edilmemiş Alacak; önceki dönemlerde faturalandırılmamış borç tutarıdır. ​Tahsilatına Aracılık Edilen ​Ödemeleriniz; b​ağış ücreti, mobil ödeme, cihaz ücreti gibi sadece tahsilatına aracılık edilen ödemeler bu kalemde gösterilmektedir.Yuvarlama farkı: Ödeme kolaylığı sağlamak amacıyla, fatura toplamındaki küsuratların yuvarlanması sonucu oluşan kalemdir. Virgülden sonraki haneler 10 kuruş ve katları olacak şekilde aşağıya veya yukarıya doğru yuvarlanır. Başında eksi görülen tutar aşağıya yuvarlandığı için tahsil edilmeyen tutardır.​","https://www.turkcell.com.tr/destek/hattiniz/faturali/faturam-belirli-bir-tutara-geldiginde-beni-bilgilendirebilir-misiniz-"
"Geçmiş dönem faturalarıma nasıl ulaşabilirim?","Turkcell.com.tr anasayfasında hesabınıza giriş yapın. Ana menüden en altta bulunan ""İşlem Merkezi"" seçeneği üzerine gelin. Açılan ekranda ""Faturalarım"" altında yer alan ""Fatura Analizi"" seçeneğine tıklayın. Önünüze gelen ekranda güncel fatura kullanım detayınızın yanında son altı aya ait faturalarınızı da detaylı bir şekilde inceleyebilirsiniz. Ayrıntılı olarak incelemek istediğiniz fatura döneminizi, başlığın hemen altında bulunan alandan seçebilirsiniz.Seçtiğiniz fatura döneminin Özet, Analiz ve Detay tablarına erişebilirsiniz. Özet tabında kullanım özetinizi, Analiz tabında konuşma istatistiklerinizi ve Detay tabında da hattınızla yaptığınız iletişim işlemlerini ve tutarlarını ayrıntılı bir şekilde görebilirsiniz.​Geçmiş dönem faturalarınıza ulaşmak için tıklayın.​​6 aydan daha eski bir faturanızı incelemek istiyorsanız, 532 Turkcell Müşteri Hizmetleri'ni arayabilirsiniz.","https://www.turkcell.com.tr/destek/hattiniz/faturali/faturamdaki-kalemler-nelerdir"
"Kullanım detaylarıma nasıl ulaşabilirim?","​​Turkcell.com.tr anasayfasında hesabınıza giriş yapın. Ana menüde en altta bulunan ""İşlem Merkezi"" seçeneği üzerine gelin. Açılan ekranda ""Faturalarım"" altında yer alan ""Fatura Analizi"" seçeneğine tıklayın. Önünüze gelen ekranda Güncel Fatura Detayınızın yanı sıra son altı aya ait faturalarınızı da detaylı bir şekilde inceleyebilirsiniz. Ayrıntılı olarak incelemek istediğiniz fatura döneminizi, başlığın hemen altında bulunan alandan seçebilirsiniz.​Seçtiğiniz fatura döneminin Özet, Analiz ve Detay tablarına erişebilirsiniz. Özet tabında kullanım özetinizi, Analiz tabında konuşma istatistiklerinizi ve Detay tabında da hattınızla yaptığınız iletişim işlemlerini ve tutarlarını ayrıntılı bir şekilde görebilirsiniz.​Kullanım detaylarınızı incelemek için tıklayın​.Basılı ayrıntılı fatura ve geçmiş dönem kullanım (münferit) detay hizmetlerimizin ücreti her bir sayfa için, sayfa başı KDV ve ÖİV dahil 4,78 TL dir. Fatura detaylarınızı elektronik posta olarak alırsanız bu hizmetimiz ücretsizdir.​​​","https://www.turkcell.com.tr/destek/hattiniz/faturali/gecmis-donem-faturalarima-nasil-ulasabilirim"
"Gecikme faizi oranı nedir?","​​​​Bireysel müşterilerimiz için gecikme faizi oranı 1 Haziran 2024 tarihi itibarıyla aylık %4,5​ olarak hesaplanmaktadır.","https://www.turkcell.com.tr/destek/hattiniz/faturali/kullanim-detaylarima-nasil-ulasabilirim"
"Faturam adresime ulaşmıyor ne yapmalıyım?","Faturanızın adresinize ulaşmaması, fatura adresinizin eksik ya da hatalı olmasından veya postada yaşanan sorunlar​dan kaynaklanıyor olabilir. Size e-faturaya geçmenizi öneririz; böylec​e her ay faturanızı e-posta adresinize ücretsiz olarak göndeririz.​E-faturaya geçmek için Turkcell.com.tr anasayfasından hesabınıza giriş yapın. Ana menüden en altta bulunan ""İşlem Merkezi"" bölümüne tıklayın. Açılan sayfada, sol menüde yer alan ""Faturalarım"" seçeneğine tıklayın. Sol menüde faturalarınızla ilgili seçenekler açılır. Buradan ""Fatura Ayarları""na tıklayın. Açılan sayfada ""Fatura Gönderim Yöntemi"" başlığı altında E-fatura seçeneğini işaretleyin. Hemen alt tarafta bulunan alana e-posta adresinizi girin. Son olarak ""E-fatura'ya Geç"" butonuna tıkladığınızda, faturalarınızı belirttiğiniz e-posta adresinizden alabilirsiniz.E-faturaya geçmek için tıklayın​.","https://www.turkcell.com.tr/destek/hattiniz/faturali/gecikme-faizi-orani-nedir"
"Faturamı nasıl taksitlendirebilirim?","5327575555'yi arayarak faturanızı taksitlendirme işlemi için başvuruda bulunabilirsiniz. Taksitlendirme işlemi için müşteri temsilcimiz kriterlerinizi kontrol edip​ uygunsa faizsiz olarak faturanızı taksitlendirecektir.​​5327575555 numarasına ait bir kısa mesaj servisi bulunmamaktadır, bu numaraya gönderilen SMS’ler tarifenizden ücretlendirilmektedir.","https://www.turkcell.com.tr/destek/hattiniz/faturali/faturam-adresime-ulasmiyor-ne-yapmaliyim"
"Hattım fatura borcu nedeniyle kapanırsa, yeniden kapama/açma için bir ücret öder miyim?","​​​Hat kapama-açma işlemi ücreti, hattın borç sebebiyle kapanması ve devamındaki süreçlerde oluşan maliyetler sebebiyle doğup, açma anından sonraki ilk faturaya vergiler dahil 162,97 TL yansıtılır.​ Bir takvim yılı içindeki ilk kapama işlemi ve devamındaki maliyetler sebebiyle doğan ücret faturaya yansıtılmaz.​​​","https://www.turkcell.com.tr/destek/hattiniz/faturali/faturami-taksitlendirmeyi-nasil-yapabilirim"
"Hattımı geçici olarak giden ve gelen/giden iletişime nasıl kapatabilirim?","​​Hattınızı 3 ay süreyle sınırlı olmak üzere, hat başına 162,97 TL ücretli olarak giden ve gelen/giden iletişime kapatmak için, İşlem Merkezi'ne giriş yaparak Ayarlar altında Hat Ayarlarım seçeneğinden işlem yapabilirsiniz.07.08.2024 tarihi itibariyle M2M hat tipleri için uygulanan ücret vergiler dahil hat başına 32,9 TL’dir.Giden veya gelen/giden iletişime kapalı hatlarınızı sadece yılda bir kere ( her sene yenilecek şekilde) 7 gün içerisinde hat açılırsa 1 defaya mahsus yapılan açma-kapamalardan ücret alınmaz. 7 günü geçerse ücret yansıyacaktır.​","https://www.turkcell.com.tr/destek/hattiniz/faturali/hattim-fatura-borcu-nedeniyle-kapanirsa-yeniden-actirmak-icin-bir-ucret-oder-miyim"
"Nasıl Paket/TL yükleyebilirim?","​Turkcell.com.tr anasayfasında sağ üst bölümde yer alan Hızlı işlemler menüsündeki ""Paket/TL ​Yükle"" alanından kredi kartı/banka kartı ve ön ödemeli kartlar ile istediğiniz Turkcell numarasına TL veya paket yükley​​​eb​ilirsiniz.Hemen TL ve paket yüklemek için tıklayın.Turkcell Uygulamasındaki Paketler sekmesinden dilediğiniz paketi veya TL kartını istediğiniz Turkcell numarasına kredi kartı/banka kartı ve ön ödemeli kartlar​ aracılığıyla kolaylık ve güvenle ile yükleyebilirsiniz.Turkcell hatlı telefonunuzdan sadece 532'yi tuşlayarak, kredi kartınız aracılığıyla ister sesli yanıt sisteminden isterseniz canlı müşteri temsilcisiyle görüşerek de ​TL yükleme işlemlerinizi kolayca yapabilirsiniz.En yakın Turkcell Mağazasına uğrayarak da paket veya TL yükleyebilirsiniz.​","https://www.turkcell.com.tr/destek/hattiniz/faturali/hattimi-gecici-olarak-giden-ve-gelengiden-iletisime-nasil-kapatabilirim"
"Ücretlendirme Periyodu","Faturasız paket, kampanya ve tarifelerde yurt içi ve yurt dışı data ücretlendirme periyodu 1 KB, konuşma ücretlendirme periyodu 60 sn’dir.​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/nasil-tl-yukleyebilirim"
"En son hangi tarihe kadar TL yüklersem, hattımı kullanmaya devam edebilirim?","Yeni Tesis, MNT, Ödeme Tipi Değişikliği, PI Geriverme, Geriverme ile Turkcell Faturasız Hat satın almış müşterilerimiz içinhattın ilk aktivasyonunda60 gün boyunca telefonunuzdan arama yapabilir, aranabilir ve tüm faturasız hat hizmetlerinden faydalanabilirsiniz. Bu 60 gün süresince 10TL ve üzeri TL, paket yüklemez veya 10 TL ve üzeri TL Transfer almazsanız, 95 Günlük “Yarı Aktif Dönem” başlar. Bu dönem boyunca arayanlar size ulaşabilir, ancak siz hattınızda TL olsa dahi arama yapamaz, sms atamaz, data kullanımı yapamazsınız. Hattınızın yarı aktif olduğu dönem sonuna kadar TL yüklemezseniz, Hazır Kart numaranız iptal edilir ve hattınız tekrar kullanılamaz​. Ocak’25-Temmuz’25 ayları arasında aktive edilmiş hatlar, aktivasyondan sonra 60 gün süresince 10TL ve üzeri TL, paket yüklemez veya 10 TL ve üzeri TL Transfer almaz ise, yarı aktiflik dönemi başlar. Bu dönem ilgili yılın Aralık ayında bitecek şekilde uygulanır. Aralık ayına kadar TL yüklenmemesi durumunda, Aralık ayının son haftasında numara iptal edilir ve tekrar kullanılamaz.Turkcell Faturasız Hattınızısatın aldıktan sonra10 TL ve üzeri TL, paket yüklediğiniz andan veya 10 TL ve üzeri TL Transfer aldığınız tarihten itibaren hattınız ile 185 gün boyunca telefonunuzdan arama yapabilir, aranabilir ve tüm Hazır Kart hizmetlerinden yararlanabilirsiniz. Bu 185 gün süresince tekrar 10TL ve üzeri TL, paket yüklemez veya 10 TL ve üzeri TL Transfer almazsanız, 180 Günlük “Yarı Aktif Dönem” başlar. Bu dönem boyunca arayanlar size ulaşabilir, ancak siz hattınızda TL olsa dahi arama yapamaz, sms atamaz, data kullanımı yapamazsınız. Kullanıma devam edebilmek için her 185 günde bir en az 10 TL, paket yüklemeniz ya da hattınıza en az 10 TL Transfer almanız gerekir.​ Hattınızın yarı aktif olduğu dönem sonuna kadar tekrar TL yüklemezseniz, Hazır Kart numaranız iptal edilir ve hattınız tekrar kullanılamaz​.Bunun yanında, her yılın 1 Ocak - 29 Mart arasındason yüklemesini yapmış aboneler185 gün boyunca arama yapabilir, aranabilir ve tüm Hazır Kart hizmetlerinden yararlanabilir. Bu 185 gün süresince tekrar TL yüklenmezse  “Yarı Aktif Dönem” başlar. Yarı aktif dönemde arayanlar size ulaşabilir, ancak siz hattınızda TL olsa dahi arama yapamaz, sms atamaz data kullanımı yapamazsınız. Hattınızın yarı aktif olduğu dönem içerisinde​ tekrar TL yüklemezseniz ya da hattınıza en az 10 TL Transfer almazsanız ilgili yılın Aralık ayının son haftasında hattınız iptal edilir ve hattınız tekrar kullanılamaz​.Aşağıdaki koşulları sağlamanız durumunda yarı aktif döneminiz 30 gün daha uzatılır:Yarı aktif dönem sonunda, eğer hediye edilen bakiyelerin tamamını harcadı iseniz ve 0 TL üzerinde bakiyeniz var ise yarı aktif döneminiz 30 gün daha uzatılır. İlgili dönem Telsiz kullanım ücreti bakiyenizden tahsil edilir. Hattı aktive ettikten sonra hiç yükleme yapmamış aboneler bu kurala dahil edilmez. Ancak bakiyenizi kullanmaya devam edebilmek için 10 TL ve üzeri TL, paket yüklemeniz veya 10 TL ve üzeri Kredi Transferi almanız gerekmektedir. Uzatma işlemi aynı yıl içerisinde kalacak şekilde yapılmaktadır. Yükleme yapılmadığı durumda hatlar yıl sonunda kapatılır.Yarı aktif dönem sonunda kapanmadan önceki ay herhangi bir yurt içi çağrı ya da yurtdışından çağrı almanız durumunda yarı aktif döneminiz 30 gün uzatılır. Hattı aktive ettikten sonra hiç yükleme yapmamış aboneler bu kurala dahil edilmez. Uzatma işlemi aynı yıl içerisinde kalacak şekilde yapılmaktadır. Yükleme yapılmadığı durumda hatlar yıl sonunda kapatılır.​Yarı aktif dönem sonunda kapanmadan önceki ay hattınızın sinyal alması durumunda durumunda yarı aktif döneminiz 30 gün uzatılır. Hattı aktive ettikten sonra hiç yükleme yapmamış aboneler bu kurala dahil edilmez. Uzatma işlemi aynı yıl içerisinde kalacak şekilde yapılmaktadır. Yükleme yapılmadığı durumda hatlar yıl sonunda kapatılır.​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/ucretlendirme-periyodu"
"Hattımı kullanmaya devam edebilmek için TL yüklemem gereken zamanı nasıl öğrenebilirim?","Turkcell Uygulamasında ""Hesabım"" sekmesinde yer alan ""TL Durumum"" alanından,Turkcell.com.tr sağ üst bölümde yer alan ""Giriş"" butonuna tıklayıp açılan ekranda Turkcell şifrenizle giriş yaparak açılan ""Tüm İşlem Merkezi"" sayfasında sol tarafta bulunan ""TL İş​lemlerim"" bölümünden,Telefonunuzda​ *166*5# yazıp arama tuşuna basarak da kullanım dönemlerinizi öğrenebilirsiniz.​Kullanım dönemlerinizi sorgulamak için tıklayınız.​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/en-son-hangi-tarihe-kadar-tl-yuklersem-hatttimi-kullanmaya-devam-edebilirim"
"Hattımda kaç TL kaldığını nasıl sorgulayabilirim?","Turkcell Uygulamasında ""Hesabım"" sekmesinde yer alan ""TL Durumum"" alanından,Turkcell.com.tr sağ üst bölümde yer alan ""Giriş"" butonuna tıklayıp açılan ekranda Turkcell şifrenizle giriş yapılarak açılan ""Tüm İşlem Merkezi"" sayfasında sol tarafta bulunan ""Hat Özetim"" bölümünden,Telefonunuzdan *123# tuşlayıp arama tuşuna basarak öğrenebilirsiniz. ​​Hattınızdaki TL miktarını hemen öğrenmek için tıklayınız.​​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/hattimi-kullanmaya-devam-edebilmek-icin-tl-yuklemem-gereken-zamani-nasil-ogrenebilirim"
"Hattımdan TL düştü, TL hareketlerimi nereden öğrenebilirim?","Turkcell Uygulamasında ""Hesabım"" sekmesinde yer alan ""TL Durumum"" alanındaki ""Detay"" butonundan,Turkcell.com.tr sağ üst bölümde yer alan ""Giriş"" butonuna tıklayıp açılan ekranda Turkcell şifrenizle giriş yapılarak açılan ""Tüm İşlem Merkezi"" sayfasında sol tarafta bulunan ""İşlem Merkezi"" bölümünden TL hareketlerinizi ve üyeliğiniz bulunan servisleri öğrenebilirsiniz. TL hareketlerinizi öğrenmek içintıklayınız.​​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/hattimda-kac-tl-kaldigini-nasil-sorgulayabilirim"
"Yanlış hatta TL yükledim iptal edebilir miyiz?","532 Turkcell Müşteri Hizmetlerini arayarak veya Turkcell Mağazaları'ne giderek de işlem yaptırabilirsiniz. ​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/telsiz-kullanim-ucreti"
"AvansTL nedir? Nasıl abone olurum?","AvansTL size eksi bakiyeye düşme hakkı tanıyan bir hizmettir. Detaylar içintıklayın​ız.​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/hattimdan-tl-dustu-tl-hareketlerimi-nereden-ogrenebilirim"
"Hazır Kart'lı hattım için geçmişe dönük konuşma detayı alabilir miyim?","Turkcell Uygulamasında ""Hesabım"" sekmesinde yer alan ""TL Durumum"" alanındaki ""Detay"" butonundan,Turkcell.com.tr sağ üst bölümde yer alan ""Giriş"" butonuna tıklayıp açılan ekranda Turkcell şifrenizle giriş yapılarak açılan ""Tüm İşlem Merkezi"" sayfasında sol tarafta bulunan ""TL İşlemlerim"" , ""Kullanım Detayı"" adımından son 3 aylık kullanım detayınızı öğrenebilirsiniz.​Konuşma detayınızı incelemek için tıklayınız​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/yanlis-hatta-tl-yukledim-iptal-edebilir-miyiz"
"TL Transfer nedir?","TL Transfer, Turkcell hattınız ile Hazır Kart kullanıcılarına TL transferi yapmanızı sağlayan hizmettir.Faturalı hat kullanıcısı iseniz transfer ettiğiniz miktar faturanıza yansıtılır, Hazır Kart kullanıcısı iseniz mevcut bakiyenizden düşülür.Turkcell.com.tr sağ üst bölümde yer alan ""Giriş"" butonuna tıklayarak açılan ekranda Turkcell şifrenizle giriş yaptıktan sonra en altta bulunan ""İşlem Merkezi"" menüsüne girip açılan sayfada sol tarafta bulunan ""TL İşlemlerim"" ve ""TL Transfer"" den istediğiniz numaraya TL transfer edebilirsiniz.Ayrıca cep telefonunuzun kısa mesaj alanına transfer yapacağınız numarayı başına sıfır koymadan yazıp boşluk bıraktıktan sonra rakamla transfer etmek istediğiniz miktarı ekleyerek 2200'a kısa mesaj göndererek de yapabilirsiniz. (Örnek: 5XXXXXXXXX 25)TL Transfer ile gönderdiğiniz TL miktarına bağlı olarak ücret ödersiniz, detaylı bilgi içintıklayınız.​​​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/avanstl-nedir-nasil-abone-olurum"
"Kendi adıma kayıtlı hattı bir başkasına devretmek istiyorum, ne yapmam lazım?","​Hattınızı devralacak kişiyle birlikte Turkcell Mağazaları'ne gitmeniz yeterlidir. Sizden sadece kimliğiniz, hattı üzerine devir alacak müşterimizden ise yeni tesis esnasında alınan abonelik evrakları istenir.Ekim 2023 itibari ile Türkiye’de sadece Turkcell de Lokasyon bağımsız devir işlemi yapabilirsiniz. Lokasyon Bağımsız ESNEK DEVİR işlemi için; devir eden ve devir alan müşterilerimizin aynı anda aynı yerde bulunma zorunluluğu kaldırılmıştır. Devir eden müşterimiz ilgili lokasyonda bulunana Mağaza üzerinden başvurusunu tamamladıktan sonra, 4 gün içinde devir alan müşterimiz bulunduğu lokasyondaki Mağazamıza başvurarak devir işlemini tamamlayabilir.Devir alacak müşterimiz için gereken evraklar:Nüfus Cüzdanı (kimlik alternatifleri için tıklayın)​Hat faturasız ise ve devir alacak kişi hattı faturalı olarak kullanmak istiyorsa yanında kendi adına kayıtlı son iki aydan birine ait sabit bir fatura da bulundurmalıdır.​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/hazirkartli-hattim-icin-gecmise-donuk-konusma-detayi-alabilir-miyim"
"Esnek Devir :","Lokasyon Bağımsız ESNEK DEVİR işlemi için; devir eden ve devir alan müşterilerimizin aynı anda aynı yerde bulunma zorunluluğu kaldırılmıştır. Devir eden müşterimiz ilgili lokasyonda bulunan Mağaza üzerinden başvurusunu yaptıktan sonra Devir alan müşterimiz de bekleyen işlemini kendine en yakın mağazadan  tamamladıktan sonra işlem hemen tamamlanır.Ekim 2023 itibari ile Türkiye’de sadece Turkcell’de Lokasyon Bağımsız devir işlemini yapabilirsiniz.NOT:Bu işlemi tamamlamak için 4 gün içinde devir alan müşterimiz bulunduğu lokasyondaki Mağazamıza başvurabilir.17.12.24 itibarı ile Esnek Devir ile hattını devir etmek isteyen Bireysel Mobil müşterilerimiz hatlarının devir etme talebini Turkcell Uygulama üzerinden yapabileceklerdir. İşlem sadece TCKK Yeni Kimliği olan müşterilerimiz tarafından kullanılabilmektedir. Turkcell Bireyselden Bireysel'e ve Bireysel'den Kurumsal'a devir etme taleplerini verebilirler.​​Devir etme talebi iletildikten sonra Devir işleminin tamamlanabilmesi için Devir Alma işlemi Turkcell Mağazalarından yapılabilmektedir. Devir alma işlemi 96 saat içinde tamamlanmalıdır.Devir İşlem Adımları aşağıdaki gibidir;Devreden müşteri “Esnek Devir” için, lokasyonuna en yakın Mağaza’dan ön başvuru yapar.Devreden müşteriden kimliği ile beraber “Devir Beyan Devreden Formu” alınır.Devreden müşteri başvurusu sisteme girildikten sonra “sipariş no” yaratılır. Ve devir işlemi beklemeye alınır. ( Devir alan başvurusu yapılması beklenir.)Devralan müşteriye sipariş no bilgisi SMS ile gönderilir.Devralan müşteri kendi lokasyonuna en yakın Mağaza’ya 96 saat içinde başvurur.Devralan müşteri başvurusu sisteme sipariş no veya devir olan GSM no ile girilerek beklemede olan devir işlemi tamamlanır.Devralan müşteriden kimliği ile beraber “ Devir Beyan Devralan Formu” alınır.Sisteme evraklar yüklendikten sonra devir işlemi tamamlanır.*15-18 yaş arası müşterinin yapacağı işlemde vasinin yanında bulunması ve vasinin belgelerinin sisteme yüklenmesi gerekmektedir.İşlem Yapılan Kanallar;Bireysel müşteriler:  Turkcell Mağazadan yapılabilir.Kurumsal müşteriler: Kurumsal Çözüm Merkezleri'nden, Turkcell İletişim Merkezlerinden yapabilir ya da satış yöneticileri ile görüşebilir.​​","https://www.turkcell.com.tr/destek/hattiniz/hazirkart/kreditransfer-nedir"
"Esnek devir hangi devir yönleri için geçerlidir?","Bireyselden bireyseleBireyselden kurumsalaKurumsaldan bireyseleKurumsaldan kurumsala​","https://www.turkcell.com.tr/destek/hattiniz/abonelik-islemleri/kendi-adima-kayitli-hatti-bir-baskasina-devretmek-istiyorum-ne-yapmam-lazim"
